"Species","syndrome","Country","Year","variable","n","rate_r","Prop_Syn","Dataset"
"Staphylococcus aureus","sep","Spain",2017,"Meropenem",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Lithuania",2017,"Cephalosporins",1,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Oxacillin",59,0.559322033898305,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Clindamycin",44,0.0909090909090909,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Aminoglycosides",38,0.0526315789473684,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Vancomycin",6,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Japan",2017,"Macrolides",19,0.473684210526316,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Azithromycin",2,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Carbapenems",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Greece",2017,"Meropenem",41,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Flucloxacillin",59,0.559322033898305,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Vancomycin",81,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Lithuania",2017,"Amoxicillin",1,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Aminoglycosides",44,0.0227272727272727,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Amoxicillin",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Oxacillin",44,0.704545454545455,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Co-amoxiclav",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Cefuroxime",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Gentamicin",54,0.0740740740740741,0.25,"ATLAS"
"Staphylococcus aureus","sep","Japan",2017,"Fluoroquinolones",41,0.48780487804878,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Meropenem",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Kuwait",2017,"Ceftriaxone",7,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Carbapenems",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Azithromycin",3,0.333333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Levofloxacin",54,0.0925925925925926,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Carbapenems",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Oxacillin",54,0.462962962962963,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Cephalosporins",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Amoxicillin",54,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Aminopenicillins",6,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Vancomycin",33,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Oxacillin",38,0.631578947368421,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Ceftriaxone",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Levofloxacin",59,0.0677966101694915,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Gentamicin",44,0.0227272727272727,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Aminoglycosides",12,0.0833333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Trimethoprim sulfa",38,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Clindamycin",59,0.0338983050847458,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Vancomycin",54,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Carbapenems",6,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Fluoroquinolones",18,0.277777777777778,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Oxacillin",12,0.5,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Amoxicillin",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Cephalosporins",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Meropenem",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Gentamicin",5,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Cephalosporins",6,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Trimethoprim sulfa",24,0.291666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Aminoglycosides",14,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Cephalosporins",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Fluoroquinolones",15,0.466666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Co-amoxiclav",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Japan",2017,"Amoxicillin",41,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Penicillin",6,0.833333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Co-amoxiclav",19,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Gentamicin",59,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Penicillin",5,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Penicillin",41,0.804878048780488,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Vancomycin",83,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Carbapenems",12,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Oxacillin",24,0.666666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Penicillin",58,0.96551724137931,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Vancomycin",102,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Carbapenems",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Penicillin",7,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Oxacillin",42,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Amoxicillin",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Flucloxacillin",54,0.462962962962963,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Levofloxacin",18,0.277777777777778,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Co-amoxiclav",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Vancomycin",59,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Aminoglycosides",59,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Japan",2017,"Cefuroxime",41,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Japan",2017,"Flucloxacillin",19,0.421052631578947,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Clindamycin",28,0.107142857142857,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Carbapenems",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Cephalosporins",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Aminopenicillins",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Vancomycin",18,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Trimethoprim sulfa",12,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Meropenem",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Trimethoprim sulfa",12,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Macrolides",59,0.135593220338983,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Gentamicin",12,0.0833333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Fluoroquinolones",4,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Aminopenicillins",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Co-amoxiclav",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Ceftriaxone",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Carbapenems",5,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Levofloxacin",102,0.343137254901961,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Fluoroquinolones",15,0.4,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Aminopenicillins",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Cefuroxime",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Carbapenems",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Fluoroquinolones",102,0.343137254901961,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Flucloxacillin",44,0.704545454545455,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Fluoroquinolones",59,0.0677966101694915,0.25,"ATLAS"
"Staphylococcus aureus","sep","Lithuania",2017,"Carbapenems",1,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Amoxicillin",19,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Flucloxacillin",14,0.142857142857143,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Oxacillin",5,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Vancomycin",76,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Cephalosporins",5,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Macrolides",12,0.416666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Ceftriaxone",6,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Meropenem",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Penicillin",27,0.925925925925926,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Penicillin",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Gentamicin",12,0.583333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Meropenem",14,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Vancomycin",14,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Cephalosporins",59,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Greece",2017,"Clindamycin",36,0.388888888888889,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Gentamicin",38,0.0526315789473684,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Levofloxacin",15,0.4,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Cefuroxime",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Flucloxacillin",47,0.531914893617021,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Trimethoprim sulfa",14,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Levofloxacin",19,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Macrolides",15,0.466666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Oxacillin",12,0.666666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Cephalosporins",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Greece",2017,"Co-amoxiclav",41,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Aminoglycosides",12,0.583333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Gentamicin",42,0.19047619047619,0.25,"ATLAS"
"Staphylococcus aureus","sep","United Kingdom",2017,"Ceftriaxone",57,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Cephalosporins",12,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Cephalosporins",16,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Macrolides",52,0.230769230769231,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Cephalosporins",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Carbapenems",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Penicillin",18,0.833333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Levofloxacin",14,0.5,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Aminopenicillins",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Co-amoxiclav",6,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Cephalosporins",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Co-amoxiclav",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Greece",2017,"Ceftriaxone",41,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Aminopenicillins",12,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Carbapenems",16,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Penicillin",3,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Fluoroquinolones",16,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Trimethoprim sulfa",5,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Fluoroquinolones",5,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Cefuroxime",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Meropenem",19,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Cefuroxime",102,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","United Kingdom",2017,"Flucloxacillin",25,0.76,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Clindamycin",5,0.2,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Meropenem",12,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Cephalosporins",19,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Levofloxacin",6,0.166666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Vancomycin",8,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Cefuroxime",19,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Greece",2017,"Levofloxacin",41,0.390243902439024,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Cefuroxime",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Amoxicillin",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Oxacillin",14,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Ceftriaxone",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Cephalosporins",54,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Gentamicin",14,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Oxacillin",14,0.142857142857143,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Cefuroxime",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Vancomycin",12,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Levofloxacin",48,0.395833333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Meropenem",6,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Meropenem",81,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Penicillin",38,0.736842105263158,0.25,"ATLAS"
"Staphylococcus aureus","sep","Philippines",2017,"Trimethoprim sulfa",59,0.101694915254237,0.25,"ATLAS"
"Staphylococcus aureus","sep","France",2017,"Flucloxacillin",40,0.575,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Aminopenicillins",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Amoxicillin",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Cephalosporins",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Portugal",2017,"Oxacillin",42,0.523809523809524,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Vancomycin",4,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Portugal",2017,"Vancomycin",49,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Meropenem",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Ceftriaxone",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Penicillin",24,0.916666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Aminopenicillins",16,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Israel",2017,"Flucloxacillin",26,0.269230769230769,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Levofloxacin",76,0.447368421052632,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Macrolides",16,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Vancomycin",5,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Cefuroxime",54,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Ceftriaxone",14,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Azithromycin",27,0.259259259259259,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Fluoroquinolones",76,0.447368421052632,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Ceftriaxone",8,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Carbapenems",54,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Levofloxacin",81,0.37037037037037,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Meropenem",54,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Levofloxacin",8,0.25,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Levofloxacin",15,0.466666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Turkey",2017,"Clindamycin",47,0.170212765957447,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Gentamicin",24,0.458333333333333,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Meropenem",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Penicillin",4,0.75,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Flucloxacillin",12,0.5,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Aminopenicillins",5,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Vancomycin",19,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Vancomycin",15,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Gentamicin",14,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Amoxicillin",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Turkey",2017,"Co-amoxiclav",47,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Macrolides",81,0.481481481481481,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Meropenem",48,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Levofloxacin",83,0.44578313253012,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Meropenem",83,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Penicillin",5,0.6,0.25,"ATLAS"
"Staphylococcus aureus","sep","Argentina",2017,"Gentamicin",47,0.148936170212766,0.25,"ATLAS"
"Staphylococcus aureus","sep","Canada",2017,"Levofloxacin",5,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Levofloxacin",4,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Macrolides",44,0.522727272727273,0.25,"ATLAS"
"Staphylococcus aureus","sep","United States",2017,"Cefuroxime",43,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Carbapenems",19,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Korea, South",2017,"Fluoroquinolones",17,0.588235294117647,0.25,"ATLAS"
"Staphylococcus aureus","sep","United States",2017,"Amoxicillin",43,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Clindamycin",14,0.5,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Gentamicin",14,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","Taiwan",2017,"Vancomycin",48,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Israel",2017,"Amoxicillin",26,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Australia",2017,"Flucloxacillin",25,0.76,0.25,"ATLAS"
"Staphylococcus aureus","sep","Turkey",2017,"Levofloxacin",47,0.276595744680851,0.25,"ATLAS"
"Staphylococcus aureus","sep","United States",2017,"Carbapenems",43,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Carbapenems",76,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Cephalosporins",76,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Amoxicillin",15,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Croatia",2017,"Fluoroquinolones",6,0.166666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Co-amoxiclav",8,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Levofloxacin",12,0.666666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Lithuania",2017,"Vancomycin",1,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Clindamycin",12,0.666666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hungary",2017,"Clindamycin",22,0.136363636363636,0.25,"ATLAS"
"Staphylococcus aureus","sep","Russia",2017,"Oxacillin",14,0.571428571428571,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Trimethoprim sulfa",31,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","United Kingdom",2017,"Clindamycin",25,0.08,0.25,"ATLAS"
"Staphylococcus aureus","sep","Italy",2017,"Trimethoprim sulfa",42,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Aminoglycosides",31,0.0967741935483871,0.25,"ATLAS"
"Staphylococcus aureus","sep","Kuwait",2017,"Aminoglycosides",7,0.142857142857143,0.25,"ATLAS"
"Staphylococcus aureus","sep","Kuwait",2017,"Aminopenicillins",7,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Penicillin",1,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Aminopenicillins",33,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Spain",2017,"Trimethoprim sulfa",44,0.0227272727272727,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Carbapenems",81,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Chile",2017,"Flucloxacillin",14,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Oxacillin",31,0.612903225806452,0.25,"ATLAS"
"Staphylococcus aureus","sep","Netherlands",2017,"Meropenem",8,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hungary",2017,"Vancomycin",31,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Lithuania",2017,"Ceftriaxone",1,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Clindamycin",14,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","United States",2017,"Aminopenicillins",43,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Belgium",2017,"Oxacillin",21,0.666666666666667,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Fluoroquinolones",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Cefuroxime",81,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","France",2017,"Levofloxacin",95,0.294736842105263,0.25,"ATLAS"
"Staphylococcus aureus","sep","Serbia",2017,"Carbapenems",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Mexico",2017,"Amoxicillin",81,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hong Kong",2017,"Ceftriaxone",18,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Poland",2017,"Vancomycin",15,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","Kuwait",2017,"Co-amoxiclav",7,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Flucloxacillin",38,0.631578947368421,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Aminopenicillins",4,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Switzerland",2017,"Vancomycin",4,0,0.25,"ATLAS"
"Staphylococcus aureus","sep","United Kingdom",2017,"Levofloxacin",57,0.228070175438596,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Cefuroxime",16,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Sweden",2017,"Amoxicillin",16,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Israel",2017,"Cephalosporins",26,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","United Kingdom",2017,"Macrolides",25,0.48,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Macrolides",38,0.394736842105263,0.25,"ATLAS"
"Staphylococcus aureus","sep","United Kingdom",2017,"Amoxicillin",57,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Thailand",2017,"Ceftriaxone",12,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Venezuela",2017,"Gentamicin",31,0.0967741935483871,0.25,"ATLAS"
"Staphylococcus aureus","sep","Lithuania",2017,"Aminopenicillins",1,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Colombia",2017,"Macrolides",17,0.235294117647059,0.25,"ATLAS"
"Staphylococcus aureus","sep","Germany",2017,"Meropenem",76,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Hungary",2017,"Meropenem",31,1,0.25,"ATLAS"
"Staphylococcus aureus","sep","Kuwait",2017,"Oxacillin",7,0.428571428571429,0.25,"ATLAS"
"Staphylococcus aureus","sep","South Africa",2017,"Ceftriaxone",33,1,0.25,"ATLAS"
